Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
John Sinclair - Remastered 2010,1972,211000,4,0.36,0.814,4,-11.05,1,0.131,0.478,0.0297,0.548,0.72,176.092,21,Rock
Feel So Numb,2001,233666,4,0.566,0.889,8,-5.22,1,0.0426,4.3e-05,0.00907,0.292,0.141,127.045,63,Metal
Jailhouse Rock,1957,146933,4,0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,76,Country
She Wants To Dance With Me,1989,198000,4,0.658,0.895,6,-8.177,1,0.058,0.013,0.000143,0.337,0.903,118.239,48,Pop
Sunshine On My Shoulders,1973,311893,4,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,59,Country
Casanova,1987,262000,4,0.711,0.844,4,-3.927,0,0.0891,0.0447,1.18e-05,0.0672,0.802,92.956,55,Pop
Don't Let The Man Get You Down,2004,198106,4,0.587,0.747,9,-3.822,1,0.069,0.238,0.0,0.188,0.626,84.772,30,EDM
I Just Want Some Skank,1980,69533,4,0.457,0.944,4,-3.555,0,0.181,0.0772,0.00122,0.258,0.512,98.373,33,Punk
Not Exactly - Rebūke Remix,2020,180000,4,0.618,0.865,5,-7.367,1,0.037,0.0094,0.91,0.134,0.0396,130.007,47,EDM
My Boy Lollipop,1964,120000,4,0.678,0.607,2,-8.131,1,0.0347,0.133,0.0,0.0863,0.964,132.717,50,Pop
Over the Wall,1984,366506,4,0.498,0.875,0,-9.88,1,0.0334,0.000264,0.0877,0.0775,0.63,133.089,19,Alt. Rock
The Longest Time,1984,217000,4,0.637,0.333,3,-9.603,1,0.0262,0.181,0.0,0.147,0.588,84.347,65,Pop
Daydream,1966,208000,4,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,81,Pop
May 16,1998,176960,4,0.337,0.985,2,-4.675,1,0.0787,0.000409,0.00027,0.238,0.371,103.95,50,Punk
Calypso,1975,216173,3,0.219,0.43,9,-9.202,1,0.0309,0.82,4.39e-05,0.124,0.495,180.05,50,Country
I’m So Lonesome I Could Cry,1966,205000,3,0.39,0.357,1,-6.338,0,0.0272,0.202,0.0,0.105,0.167,99.489,28,Pop
Hell Yes,1999,197906,4,0.794,0.72,8,-7.4,1,0.35,0.0818,0.0143,0.0846,0.781,193.958,35,Alt. Rock
He'll Have to Go,1973,309240,4,0.413,0.291,5,-14.624,1,0.0339,0.3,0.0,0.238,0.777,181.975,33,Blues
Wild Wild West,1999,281000,4,0.793,0.395,4,-12.078,0,0.0393,0.416,0.00237,0.0872,0.515,132.889,48,Pop
All Girls Are The Same,2019,165819,4,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,82,Rap
"When You’re Hot,You’re Hot",1971,139000,4,0.788,0.832,4,-10.783,1,0.0981,0.354,0.0,0.1,0.91,101.045,41,Pop
Something’s Burning,1970,166000,4,0.635,0.566,5,-8.696,1,0.0246,0.372,0.0173,0.106,0.481,109.089,25,Pop
The World At Large,2004,272506,4,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,54,Alt. Rock
Gangster Trippin,1998,320053,4,0.716,0.861,1,-8.631,1,0.072,0.0379,0.00322,0.149,0.745,101.731,35,EDM
Dangerous,1997,217640,4,0.913,0.6,11,-8.446,0,0.202,0.0096,0.0,0.117,0.764,103.268,46,Rap
New Boys,1979,200159,4,0.361,0.5,2,-15.275,1,0.145,1.85e-05,0.0001,0.0691,0.602,172.109,0,Punk
Trying to Beat the Morning Home,1982,164506,4,0.509,0.358,4,-11.892,1,0.0287,0.781,0.139,0.419,0.213,142.001,5,Country
God Save the Queen,1977,200080,4,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,52,Alt. Rock
Do Your Thing,1971,199826,4,0.661,0.484,5,-11.136,0,0.0431,0.0114,0.338,0.106,0.871,151.389,32,R&B
Giving Him Something He Can Feel,1992,235706,3,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,48,R&B
Iesha,1991,261000,4,0.714,0.786,1,-9.717,1,0.164,0.0403,0.0,0.0302,0.692,111.855,37,Pop
Don't Start Me To Talkin',1955,156893,4,0.582,0.75,7,-11.206,1,0.113,0.54,8.25e-06,0.337,0.686,114.104,36,Blues
Dreams,2006,286453,4,0.63,0.78,6,-5.353,1,0.221,0.00499,0.0,0.206,0.281,155.779,56,Rap
Midnight Lullaby,2013,55000,3,0.279,0.184,9,-22.97,1,0.0449,0.00212,0.0828,0.211,0.066,99.773,8,Rock
Ballerina Girl,1987,217000,4,0.388,0.286,0,-13.287,1,0.0347,0.781,0.0,0.0647,0.26,200.733,53,Pop
9 To 5,1981,162000,4,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,80,Pop
Tempted,1991,193173,4,0.636,0.647,5,-10.318,1,0.0306,0.00303,3.52e-05,0.125,0.621,133.635,46,Country
I’ve Been Thinking About You,1991,188000,4,0.689,0.711,10,-6.344,0,0.0375,0.0263,0.00764,0.0368,0.632,113.657,43,Pop
Kimberly,1978,265466,4,0.687,0.555,11,-11.461,1,0.192,0.495,0.00748,0.0787,0.821,118.285,35,Punk
Super Freak,1981,205466,4,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,70,R&B
Instant Karma!,1970,200000,4,0.628,0.931,9,-9.973,1,0.0968,0.000689,0.00146,0.0997,0.144,119.976,52,Pop
The Real Slim Shady,2000,284200,4,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,85,Rap
Cosmic Messenger,1978,282133,4,0.249,0.82,7,-8.284,0,0.0494,0.132,0.818,0.153,0.219,151.79,34,Jazz
Lady Picture Show,1996,246306,4,0.343,0.936,4,-4.897,1,0.0386,0.0148,3.37e-05,0.113,0.522,156.905,49,Metal
Stir It Up,1973,217000,4,0.688,0.487,9,-8.256,1,0.174,0.157,0.00304,0.0488,0.926,146.035,67,Pop
Straight Out Of Line,2003,259133,4,0.377,0.96,7,-4.719,1,0.146,0.000184,0.00274,0.0718,0.386,183.633,53,Metal
Conversations,2019,181661,4,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,72,Rap
She's Not There,1964,146360,4,0.533,0.729,4,-6.976,0,0.046,0.593,0.0,0.0981,0.905,132.286,64,Alt. Rock
Got To Be There,1972,204000,4,0.349,0.569,1,-9.512,1,0.0434,0.11,0.000122,0.0416,0.721,171.354,42,Pop
Yonder Wall,1965,249666,4,0.644,0.203,9,-16.897,0,0.379,0.597,4.28e-06,0.15,0.495,73.488,13,Blues
Cracklin’ Rosie,1970,179000,4,0.564,0.505,1,-14.835,1,0.0336,0.318,0.0,0.163,0.863,127.815,64,Pop
That’s Rock ‘N’ Roll,1977,154000,4,0.586,0.855,4,-8.904,1,0.0414,0.32,0.0605,0.113,0.963,128.512,32,Pop
None Of Us Are Free,1964,329386,4,0.674,0.658,5,-9.647,0,0.104,0.404,1.34e-06,0.0981,0.677,143.292,47,R&B
Po Pimp,1996,234000,4,0.81,0.428,0,-14.248,1,0.272,0.0623,0.0,0.116,0.649,142.075,51,Pop
Waiting For A Girl Like You,1981,292000,4,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,71,Pop
Too Shy,1983,221000,4,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,60,Pop
Inkobe,2008,384829,4,0.727,0.856,1,-9.021,1,0.045,0.000931,0.785,0.0727,0.159,123.026,0,Punk
Coolidge,1982,167144,4,0.275,0.927,7,-4.782,1,0.195,0.00353,1.49e-06,0.279,0.34,194.963,43,Punk
For You (feat. Melissa Hayes),2019,238001,4,0.577,0.873,0,-5.094,1,0.119,0.113,7.2e-05,0.332,0.309,140.043,29,EDM
Keep Ya Head Up,1994,262000,4,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,68,Pop
Summertime,1991,264000,4,0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,75,Pop
"Wild,Wild West",1988,281000,4,0.793,0.395,4,-12.078,0,0.0393,0.416,0.00237,0.0872,0.515,132.889,49,Pop
Ænema,1996,399266,3,0.335,0.849,0,-6.927,1,0.321,0.00193,0.254,0.0928,0.256,181.716,61,Alt. Rock
Wait for Me - Live,2022,358933,4,0.401,0.534,7,-6.576,1,0.0526,0.591,7.43e-05,0.981,0.397,80.716,17,Blues
Spiders,1998,215440,4,0.46,0.54,5,-5.132,1,0.0381,0.0324,0.0168,0.326,0.0506,137.855,68,Alt. Rock
Superstition,1972,266133,4,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,65,R&B
My Funny Valentine,1954,141133,4,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,64,Jazz
If Ever You’re In My Arms Again,1984,239000,4,0.62,0.499,1,-7.937,1,0.0232,0.766,0.0,0.186,0.387,95.914,46,Pop
Angel from Montgomery - Live,2017,393986,4,0.463,0.302,7,-8.793,1,0.04,0.707,2.09e-06,0.981,0.337,143.946,42,Blues
Lullaby,2017,160183,4,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000133,0.0623,0.26,127.965,46,EDM
Nobody’s Supposed To Be Here,1998,262000,4,0.662,0.531,8,-5.3,1,0.0361,0.202,1.16e-05,0.595,0.399,119.957,55,Pop
Pray,1990,199000,4,0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,68,Pop
Right Down The Line,1978,267000,4,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,74,Pop
Senses Working Overtime - Remastered 2001,1982,290667,4,0.68,0.665,0,-11.886,1,0.0355,0.0289,0.0289,0.659,0.862,129.899,48,Alt. Rock
Easy To Be Hard,1969,192000,4,0.323,0.518,4,-9.297,0,0.0378,0.276,0.00101,0.0972,0.218,89.863,38,Pop
Wait,1988,189000,4,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,83,Pop
She's Gone,1971,231000,4,0.698,0.572,4,-15.828,1,0.0502,0.0384,0.000215,0.276,0.811,130.157,34,Blues
The Seven Deadly Sins - Live,2008,243120,4,0.224,0.988,2,-2.962,1,0.22,0.282,0.000114,0.941,0.455,157.621,15,Punk
In The Summertime,1970,211000,4,0.754,0.449,4,-14.013,1,0.0615,0.724,0.0,0.162,0.973,82.751,71,Pop
Woodstock,1970,233000,4,0.458,0.539,4,-12.403,0,0.057,0.122,0.00946,0.17,0.56,118.95,50,Pop
Everytime You Go Away,1985,322000,4,0.453,0.234,7,-16.943,1,0.0342,0.577,0.00119,0.0431,0.197,146.831,45,Pop
Savior,2008,242280,4,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.545,62,Punk
Emoji,2019,151829,4,0.713,0.71,5,-3.792,1,0.0435,0.0181,8.78e-06,0.151,0.304,121.935,33,EDM
Neon Moon,1992,263760,4,0.698,0.632,9,-6.508,1,0.0247,0.554,0.0,0.118,0.458,102.408,72,Country
Warhead,1980,201560,4,0.469,0.817,4,-6.632,0,0.0534,0.000809,0.829,0.104,0.387,141.015,29,Punk
I Heard It Through The Grapevine,1968,194000,4,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,72,Pop
Abigail,1987,290693,4,0.313,0.79,9,-12.718,1,0.0468,0.00285,0.77,0.328,0.587,146.645,42,Metal
Raw - Remix,1988,344960,4,0.909,0.666,4,-13.042,0,0.334,0.0186,2.98e-06,0.109,0.705,110.681,28,Rap
Summertime,1952,252266,4,0.644,0.157,7,-16.323,0,0.0407,0.991,0.92,0.101,0.448,82.251,36,Jazz
Right Wing Pigeons,1985,141373,4,0.678,0.691,1,-10.813,1,0.114,0.00558,4.03e-06,0.0978,0.665,127.724,21,Punk
Pardon Me,1999,223746,4,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,68,Alt. Rock
Blue Eyes Crying In the Rain,1975,138600,4,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,59,Country
Many Tears Ago,1961,114000,4,0.684,0.491,3,-3.466,1,0.0294,0.792,0.0,0.261,0.86,127.125,33,Pop
One Step Closer,2001,157333,4,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,80,Alt. Rock
Numb,2003,187520,4,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,84,Alt. Rock
Go,2005,260696,4,0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,46,EDM
She’s A Woman,1965,201000,3,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,75,Pop
Bubbles,1980,223146,4,0.341,0.845,2,-5.314,1,0.0762,0.00437,0.0,0.617,0.269,159.736,6,Punk
Care Of Cell 44,1968,237760,4,0.395,0.482,7,-10.031,1,0.0285,0.32,0.00717,0.0917,0.334,130.21,43,Alt. Rock
"(What's So Funny 'Bout) Peace,Love And Understanding",1978,211630,4,0.381,0.918,7,-9.451,1,0.0803,0.000466,0.0511,0.321,0.368,142.34,40,Alt. Rock
Y.O.Y.O.Y.,1983,295000,4,0.529,0.539,0,-9.418,1,0.0223,0.218,4.03e-05,0.175,0.451,98.845,8,Rock
Alone Tonight,1980,237000,4,0.429,0.487,2,-8.36,1,0.0352,0.342,0.0,0.274,0.149,109.029,32,Rock
Tears Don't Fall,2005,348386,4,0.213,0.927,7,-3.378,0,0.14,0.000729,4.85e-06,0.081,0.28,162.109,62,Metal
Hanging Around - 1996 Remaster,1996,265400,4,0.598,0.75,0,-6.76,1,0.0433,0.00599,0.000789,0.117,0.833,132.418,42,Punk
The Way It Is,1987,297000,4,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,68,Pop
Overture - Communion,1971,357293,4,0.389,0.406,1,-15.201,1,0.113,0.909,0.0868,0.124,0.135,178.597,5,Jazz
Flamboyant,2000,187093,4,0.844,0.676,11,-9.791,1,0.233,0.276,0.0,0.113,0.9,93.927,51,Rap
Sabbath Bloody Sabbath,1973,346000,4,0.359,0.625,1,-9.643,0,0.0351,0.369,7.7e-05,0.0674,0.524,137.764,53,Metal
Mad About The Boy,1952,182573,3,0.344,0.147,8,-10.3,1,0.0369,0.922,0.00019,0.0482,0.263,177.192,48,Jazz
Sweet Cherry Wine,1969,271000,4,0.518,0.549,0,-9.723,1,0.0284,0.202,0.0,0.389,0.775,106.51,31,Pop
Enchanted,1959,172293,4,0.348,0.225,3,-13.889,1,0.0349,0.903,1.67e-06,0.209,0.286,78.541,34,R&B
12XU,1981,64680,4,0.354,0.924,4,-8.342,0,0.0904,0.00019,0.855,0.0887,0.802,181.885,50,Punk
True Lies,1999,348040,4,0.367,0.769,9,-7.258,1,0.0317,0.00032,0.628,0.0631,0.7,173.186,44,Blues
Just My Imagination (RUNNING Away With Me),1971,228000,4,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,63,Pop
Love Removal Machine,1987,258906,4,0.323,0.857,7,-6.972,1,0.109,0.00217,0.000502,0.0567,0.64,137.537,53,Metal
Running Bear,1959,165893,4,0.61,0.688,7,-9.308,1,0.0357,0.573,0.0,0.164,0.761,119.831,41,Country
A Satisfied Mind,1955,166040,3,0.732,0.243,4,-7.638,1,0.0299,0.945,3.85e-05,0.0955,0.432,115.14,29,Country
In My Darkest Hour - Remastered 2004,1986,386600,4,0.322,0.978,9,-5.446,1,0.131,8.66e-05,0.266,0.136,0.271,112.878,53,Metal
Leave The World Behind - Radio Edit,2009,161718,4,0.525,0.849,10,-7.727,0,0.0484,0.00232,0.00196,0.322,0.277,128.055,58,EDM
Never Stop,1990,285866,4,0.667,0.867,4,-7.284,0,0.0352,0.438,0.01,0.134,0.916,137.185,33,Alt. Rock
Word Up!,1986,172000,4,0.577,0.94,6,-4.439,0,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,66,Pop
You Ain't Woman Enough,1966,135160,4,0.744,0.455,8,-7.543,1,0.0366,0.634,0.0,0.0526,0.905,75.279,51,Country
Gentle On My Mind,1967,178626,4,0.597,0.415,3,-13.799,1,0.0323,0.189,0.0,0.123,0.826,108.987,60,Country
Island (feat. Nevve),2018,278400,4,0.427,0.836,5,-3.323,0,0.0466,0.0456,0.00238,0.369,0.248,150.128,50,EDM
Times Like These,2003,265560,4,0.376,0.908,4,-3.793,0,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,68,Alt. Rock
Messengers,1998,117320,4,0.348,0.949,0,-5.04,1,0.0959,0.0119,1.46e-05,0.24,0.522,106.674,28,Punk
You're the Boss,1960,141652,4,0.602,0.387,1,-9.571,1,0.0486,0.674,4.62e-05,0.0796,0.759,111.169,26,R&B
I Love This Bar,2003,335333,4,0.608,0.824,2,-6.303,1,0.0419,0.0246,0.00648,0.346,0.451,115.049,66,Country
I Never Walk Alone,1986,224000,4,0.61,0.85,4,-10.962,1,0.0318,0.031,5.85e-06,0.12,0.891,127.892,28,Rock
Futsal Shuffle 2020,2020,198912,4,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,58,Rap
"Good Golly,Miss Molly",1958,128226,4,0.583,0.903,7,-7.306,1,0.0571,0.651,0.00214,0.194,0.894,164.585,34,R&B
Beyond the Black,1986,381480,4,0.323,0.921,8,-7.393,1,0.0758,0.00354,0.469,0.205,0.308,115.548,35,Metal
1st Of Tha Month,1995,314000,4,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,65,Pop
Forty-Four,2004,242186,4,0.478,0.397,4,-11.434,1,0.0374,0.981,0.92,0.115,0.605,149.224,1,Blues
Garden Party,1972,229000,4,0.774,0.247,2,-21.657,1,0.0779,0.786,0.0186,0.116,0.803,143.955,51,Pop
Don’t Hang Up,1963,139000,4,0.764,0.473,7,-13.386,1,0.0437,0.316,1.38e-06,0.0969,0.97,112.701,24,Pop
Holes In The Floor Of Heaven,1998,288373,4,0.66,0.34,1,-10.113,1,0.027,0.54,0.0,0.0804,0.384,108.946,48,Country
I Know That You Know - Live,1956,152093,4,0.457,0.371,4,-15.717,0,0.0421,0.99,0.93,0.178,0.759,107.44,14,Jazz
Ten Ton Hammer,2001,254666,4,0.282,0.99,4,-5.031,0,0.19,0.000179,0.0186,0.333,0.185,84.787,45,Metal
When She Cries,1993,222000,4,0.666,0.521,9,-10.993,1,0.0292,0.114,0.0,0.0604,0.361,105.223,63,Pop
The Strenuous Life,1902,281306,4,0.454,0.231,0,-20.398,1,0.035,0.992,0.888,0.166,0.665,140.282,9,Jazz
Kryptonite,2000,233933,4,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.005,80,Alt. Rock
Little Drummer Boy,2009,172000,4,0.679,0.342,10,-9.564,1,0.029,0.83,0.0,0.098,0.577,115.354,17,Rock
Comfort Eagle,2001,220202,4,0.735,0.692,11,-9.671,1,0.0582,0.0932,0.0,0.217,0.894,120.99,53,Alt. Rock
Zerøx,1979,226906,4,0.305,0.957,9,-5.212,1,0.046,0.0606,0.0432,0.246,0.414,150.438,26,Punk
Drain the Blood,2003,189706,4,0.393,0.905,0,-4.167,1,0.0912,0.17,9.75e-06,0.236,0.414,168.902,54,Punk
Jane,1980,287000,4,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,64,Pop
BLIND (feat. Young Thug),2019,153466,4,0.709,0.679,11,-6.503,0,0.346,0.0115,0.0,0.0971,0.754,162.973,53,Rap
Ocean (feat. Khalid),2018,216419,4,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,66,EDM
The Other Woman,1982,181000,4,0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,74,Pop
Stroke You Up,1994,216000,4,0.73,0.731,3,-3.438,0,0.0279,0.278,0.0,0.258,0.649,131.396,48,Pop
The Lady Is A Tramp - Instrumental,1957,191866,4,0.527,0.149,0,-18.606,1,0.0429,0.973,0.954,0.0878,0.382,105.613,26,Jazz
Ruin,2009,234266,3,0.195,0.958,7,-4.391,1,0.194,5.19e-05,0.128,0.371,0.11,198.151,52,Metal
Hungry Eyes,1988,251000,4,0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,77,Pop
Runnin' Riot,1980,192426,4,0.171,0.897,4,-4.268,1,0.0814,0.000393,0.0,0.845,0.601,166.111,27,Punk
Breakfast At Tiffany’s,1996,257000,4,0.622,0.829,2,-5.548,1,0.029,0.11,0.0,0.0954,0.539,110.367,69,Pop
Depression,1981,148866,4,0.147,0.958,1,-13.427,1,0.107,0.0957,0.972,0.893,0.0368,137.829,33,Punk
Prison Bound,1988,324933,4,0.375,0.959,6,-6.278,1,0.0585,0.000781,2.12e-06,0.13,0.383,128.868,40,Alt. Rock
I Want You To Want Me,1979,191000,4,0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,66,Pop
Birdland,1988,553653,3,0.396,0.31,4,-11.324,1,0.0329,0.622,1.79e-06,0.0853,0.225,133.862,33,Punk
Dueling Banjos,1973,194000,4,0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,48,Pop
Born A Woman,1966,197000,4,0.542,0.342,11,-8.197,1,0.0271,0.712,0.000298,0.173,0.351,128.914,34,Pop
What’s Forever For,1982,221000,4,0.513,0.526,3,-4.659,0,0.0314,0.343,0.0,0.14,0.113,123.858,45,Pop
Down with the Sickness,2000,279213,4,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,75,Alt. Rock
Hot Shower,2019,225923,4,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,56,Rap
Instant Club Hit (You'll Dance to Anything),1985,217626,4,0.836,0.483,11,-11.87,0,0.156,0.00131,2.95e-05,0.664,0.599,114.031,18,Punk
Rock Me Gently,1974,208000,4,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,51,Pop
For The Love Of Money,1974,439000,4,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375,54,Pop
Hello It’s Me,1974,264000,4,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,55,Pop
Tones for Joan's Bones,1966,369066,4,0.542,0.0623,2,-26.539,1,0.0392,0.579,0.894,0.0868,0.165,92.336,16,Jazz
The Deeper the Love - 2019 Remaster,1989,259000,4,0.537,0.662,9,-7.52,1,0.0286,0.000611,1.43e-06,0.0863,0.471,104.977,47,Metal
"Des Femmes Disparaissent - BOF ""Des Femmes Disparaissent""",1960,62160,4,0.422,0.0511,5,-13.955,0,0.0313,0.615,0.338,0.138,0.635,100.491,32,Jazz
Music Of My Heart,1999,271000,4,0.375,0.556,11,-7.196,1,0.041,0.4,0.0,0.0956,0.397,111.827,39,Pop
"Hang On Sloopy - Live At The Lighthouse,Hermosa Beach,CA. / 1965",1965,189160,4,0.475,0.649,2,-13.342,1,0.0319,0.207,0.00345,0.931,0.712,75.459,21,Jazz
The Air That I Breathe,1974,257000,4,0.279,0.473,4,-8.375,0,0.031,0.244,0.00162,0.158,0.244,167.778,64,Pop
You Shook Me,1968,166493,4,0.531,0.337,9,-13.388,0,0.0288,0.49,0.00554,0.159,0.6,68.476,23,Blues
Keep It Thoro,2000,185693,4,0.78,0.536,11,-6.719,0,0.342,0.0452,0.0,0.306,0.816,88.714,38,Rap
Sugartime,1958,153000,4,0.414,0.577,0,-7.894,1,0.0518,0.618,0.0,0.27,0.862,192.845,32,Pop
Long Division,1995,132493,4,0.754,0.814,11,-8.535,0,0.0496,0.123,0.838,0.0847,0.626,132.969,44,Punk
Sending All My Love,1990,234000,4,0.703,0.517,7,-13.644,1,0.0529,0.000407,0.0969,0.0963,0.768,104.833,54,Pop
Miss My Baby,1976,440000,4,0.372,0.515,5,-12.551,1,0.0321,0.0182,1.29e-06,0.269,0.24,123.145,4,Rock
Stickshifts and Safetybelts,1996,128653,4,0.659,0.682,1,-9.668,0,0.137,0.416,0.0,0.314,0.913,141.556,44,Alt. Rock
Would I Lie to You,1981,268000,4,0.638,0.88,4,-4.403,1,0.0383,0.00992,0.000103,0.134,0.752,123.435,14,Rock
Stardust,1990,381066,4,0.487,0.176,1,-19.981,1,0.148,0.994,0.828,0.688,0.582,100.118,9,Jazz
Follow You Down,1996,270066,4,0.461,0.924,4,-7.047,0,0.0449,0.0123,0.0,0.0342,0.68,155.829,54,Alt. Rock
2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),1996,246533,4,0.849,0.904,8,-4.78,1,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,69,Rap
Guest List,2000,145880,4,0.353,0.975,6,-3.212,0,0.053,0.00102,5.06e-06,0.308,0.703,104.891,30,Punk
Don't Be Stupid (You Know I Love You),1997,214011,4,0.782,0.657,2,-4.952,1,0.0321,0.159,0.0,0.351,0.84,122.102,52,Country
Love That Burns,1968,304000,3,0.522,0.223,2,-12.703,0,0.0354,0.147,6.1e-06,0.219,0.292,138.782,28,Rock
Rise,2016,193018,4,0.689,0.612,6,-6.014,1,0.0387,0.228,7.77e-06,0.368,0.461,122.076,61,EDM
Rock Bottom - 2007 Remaster,1974,389333,4,0.256,0.863,5,-6.582,1,0.106,3.49e-05,0.00408,0.364,0.519,158.936,52,Metal
Stayin’ Alive,1978,285000,4,0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,77,Pop
First Date,2003,171533,4,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,74,Alt. Rock
The Pill,1975,154800,4,0.7,0.47,5,-6.0,1,0.031,0.687,1.58e-06,0.0616,0.767,78.083,30,Country
Theme From The Greatest American Hero (BELIEVE It Or Not),1981,194000,4,0.523,0.543,2,-12.128,1,0.0358,0.278,0.0,0.276,0.425,117.397,27,Pop
All Night Long - Single Version,1983,260493,4,0.744,0.583,1,-12.595,1,0.0429,0.153,7.81e-05,0.0248,0.852,108.792,58,R&B
Practice What You Preach,1989,294600,4,0.235,0.976,11,-10.458,0,0.0516,0.000395,0.0544,0.117,0.289,188.058,35,Metal
Long Tall Sally,1956,127000,4,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,62,Pop
Sunshine Superman,1966,195000,4,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,54,Pop
Think Of Laura,1984,203000,4,0.505,0.0357,1,-27.683,0,0.0305,0.823,1.12e-06,0.134,0.184,172.064,50,Pop
That Girl,1982,134000,4,0.952,0.494,10,-8.869,0,0.0826,0.0757,0.0,0.0545,0.597,102.998,67,Pop
Heaven On The 7th Floor,1977,170000,4,0.76,0.87,5,-6.334,0,0.122,0.392,0.0,0.234,0.928,126.196,19,Pop
When Will The Blues Leave?,1959,300706,4,0.631,0.282,9,-14.755,0,0.0635,0.35,0.00921,0.229,0.556,92.336,29,Jazz
Let Old Mother Nature Have Her Way,1951,169880,4,0.631,0.353,4,-12.198,1,0.0308,0.854,0.0,0.139,0.785,144.596,12,Country
My Groove Your Move - Rudy Van Gelder Edition,1969,367400,4,0.585,0.375,2,-12.171,0,0.0504,0.78,0.00365,0.0806,0.665,72.59,41,Jazz
